# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,瀏覽量
002770,2
002771,0
002772,0
002773,5
002774,4
002775,13
002776,0
002777,2
002778,1
002779,1
002780,2
002781,1
002782,0
002783,1
002784,7
002785,0
002786,0
002787,0
002788,1
002789,0
002790,0
002791,0
002792,0
002793,0
002794,3
002795,0
002796,0
002797,0
002798,1
002799,0
002800,2
002801,0
002802,4
002803,0
002804,2
002805,2
002806,3
002807,31
002808,1
002809,0
002810,14
002811,1
002812,2
002813,0
002814,1
002815,0
002816,0
002817,0
002818,0
002819,0
002820,2
002821,7
002822,0
002823,1
002824,1
002825,0
002826,0
002827,26
002828,0
002829,0
002830,7
002831,2
002832,0
002833,0
002834,0
002835,0
002836,0
002837,0
002838,0
002839,1
002840,0
002841,11
002842,1
002843,0
002844,2
002845,0
002846,0
002847,1
002848,0
002849,0
002850,2
002851,0
002852,2
002853,1
002854,2
002855,0
002856,0
002857,2
002858,0
002859,0
002860,0
002861,0
002862,74
002863,0
002864,0
002865,0
002866,11
002867,16
002868,0
002869,2
002870,13
002871,0
002872,5
002873,0
002874,0
002875,0
002876,0
002877,0
002878,0
002879,1
002880,0
002881,11
002882,0
002883,0
002884,0
002885,0
002886,0
002887,0
002888,0
002889,0
002890,0
002891,0
002892,0
002893,5
002894,17
002895,2
002896,0
002897,0
002898,0
002899,0
002900,0
002901,0
002902,3
002903,0
002904,0
002905,0
002906,1
002907,0
002908,0
002909,0
002910,0
002911,0
002912,35
002913,0
002914,0
002915,0
002916,0
002917,0
002918,0
002919,0
002920,3
002921,0
002922,0
002923,0
002924,0
002925,0
002926,1
002927,0
002928,1
002929,0
002930,0
002931,0
002932,19
002933,0
002934,0
002935,0
002936,0
002937,0
002938,0
002939,0
002940,0
002941,0
002942,0
002943,13
002944,0
002945,3
002946,1
002947,0
002948,0
002949,0
002950,50
002951,34
002952,0
002953,0
002954,1
002955,0
002956,0
002957,0
002958,0
002959,1
002960,0
002961,0
002962,0
002963,26
002964,0
002965,0
002966,29
002967,0
002968,1
002969,1
002970,3
002971,0
002972,0
002973,0
002974,0
002975,1
002976,0
002977,3
002978,0
002979,0
002980,0
002981,0
002982,0
002983,0
002984,0
002985,0
002986,0
002987,0
002988,2
002989,0
002990,4
002991,0
002992,0
002993,3
002994,0
002995,0
002996,2
002997,2
002998,0
002999,1
003000,48
003001,0
003002,33
003003,0
003004,1
003005,1
003006,0
003007,0
003008,0
003009,0
003010,0
003011,28
003012,0
003013,19
003014,35
003015,12
003016,0
003017,0
003018,0
003019,16
003020,0
003021,4
003022,37
003023,0
003024,4
003025,85
003026,6
003027,0
003028,0
003029,0
003030,3
003031,0
003032,1
003033,43
003034,68
003035,1
003036,1
003037,0
003038,28
003039,1
003040,1
003041,0
003042,0
003043,2
003044,1
003045,37
003046,1
003047,3
003048,3
003049,3
003050,0
003051,0
003052,1
003053,0
003054,0
003055,1
003056,1
003057,0
003058,0
003059,0
003060,0
003061,3
003062,1
003063,0
003064,0
003065,1
003066,0
003067,0
003068,1
003069,0
003070,0
003071,0
003072,0
003073,0
003074,0
003075,1
003076,0
003077,0
003078,0
003079,0
003080,0
003081,0
003082,0
003083,0
003084,0
003085,1
003086,0
003087,0
003088,0
003089,0
003090,0
003091,0
003092,0
003093,0
003094,7
003095,0
003096,1
003097,0
003098,0
003099,0
003100,0
003101,0
003102,0
003103,0
003104,0
003105,0
003106,2
003107,1
003108,38
003109,1
003110,0
003111,2
003112,2
003113,1
003114,4
003115,2
003116,2
003117,3
003118,10
003119,1
003120,4
003121,3
003122,1
003123,1
003124,1
003125,2
003126,2
003127,2
003128,1
003129,1
003130,0
003131,0
003132,5
003133,0
003134,0
003135,0
003136,3
003137,0
003138,1
003139,2
003140,0
003141,1
003142,0
003143,1
003144,7
003145,0
003146,0
003147,1
003148,0
003149,0
003150,0
003151,0
003152,0
003153,1
003154,0
003155,16
003156,1
003157,0
003158,1
003159,0
003160,0
003161,0
003162,0
003163,0
003164,1
003165,0
003166,5
003167,0
003168,0
003169,0
003170,0
003171,0
003172,0
003173,0
003174,0
003175,0
003176,0
003177,0
003178,0
003179,0
003180,13
003181,0
003182,0
003183,0
003184,0
003185,0
003186,0
003187,2
003188,13
003189,1
003190,0
003191,25
003192,6
003193,2
003194,20
003195,0
003196,0
003197,0
003198,0
003199,0
003200,41
003201,1
003202,3
003203,0
003204,0
003205,0
003206,0
003207,0
003208,1
003209,0
003210,0
003211,0
003212,23
003213,26
003214,0
003215,0
003216,7
003217,0
003218,0
003219,0
003220,0
003221,0
003222,0
003223,0
003224,0
003225,0
003226,0
003227,0
003228,0
003229,0
003230,1
003231,2
003232,0
003233,0
003234,1
003235,0
003236,0
003237,0
003238,1
003239,0
003240,0
003241,1
003242,0
003243,0
003244,0
003245,0
003246,0
003247,0
003248,0
003249,0
003250,0
003251,0
003252,0
003253,0
003254,0
003255,0
003256,1
003257,0
003258,0
003259,0
003260,1
003261,0
003262,0
003263,0
003264,0
003265,13
003266,12
003267,0
003268,0
003269,0
003270,0
003271,0
003272,0
003273,1
003274,13
003275,0
003276,0
003277,0
003278,20
003279,1
003280,0
003281,0
003282,0
003283,0
003284,1
003285,1
003286,1
003287,12
003288,1
003289,0
003290,0
003291,0
003292,0
003293,0
003294,0
003295,0
003296,0
003297,0
003298,0
003299,0
003300,0
003301,5
003302,0
003303,2
003304,0
003305,0
003306,0
003307,0
003308,0
003309,0
003310,1
003311,1
003312,0
003313,0
003314,0
003315,3
003316,0
003317,0
003318,0
003319,0
003320,0
003321,0
003322,0
003323,1
003324,2
003325,0
003326,0
003327,0
003328,0
003329,0
003330,0
003331,0
003332,0
003333,1
003334,0
003335,11
003336,0
003337,0
003338,0
003339,0
003340,0
003341,0
003342,0
003343,0
003344,0
003345,0
003346,0
003347,0
003348,0
003349,3
003350,0
003351,2
003352,2
003353,0
003354,0
003355,0
003356,0
003357,0
003358,0
003359,0
003360,0
003361,0
003362,0
003363,0
003364,0
003365,0
003366,1
003367,1
003368,37
003369,0
003370,0
003371,0
003372,0
003373,30
003374,11
003375,0
003376,0
003377,0
003378,0
003379,1
003380,0
003381,0
003382,0
003383,0
003384,0
003385,0
003386,0
003387,0
003388,0
003389,0
003390,0
003391,0
003392,0
003393,0
003394,0
003395,0
003396,4
003397,0
003398,0
003399,1
003400,0
003401,0
003402,2
003403,0
003404,0
003405,0
003406,3
003407,36
003408,0
003409,0
003410,0
003411,0
003412,0
003413,0
003414,1
003415,0
003416,0
003417,0
003418,0
003419,0
003420,0
003421,0
003422,1
003423,0
003424,4
003425,13
003426,0
003427,1
003428,0
003429,1
003430,2
003431,0
003432,0
003433,1
003434,0
003435,0
003436,0
003437,0
003438,0
003439,0
003440,0
003441,0
003442,0
003443,0
003444,24
003445,0
003446,11
003447,0
003448,0
003449,0
003450,0
003451,0
003452,0
003453,0
003454,3
003455,0
003456,0
003457,3
003458,0
003459,0
003460,0
003461,0
003462,1
003463,0
003464,0
003465,0
003466,0
003467,1
003468,0
003469,0
003470,0
003471,2
003472,0
003473,2
003474,0
003475,0
003476,1
003477,0
003478,0
003479,1
003480,0
003481,0
003482,0
003483,0
003484,0
003485,0
003486,1
003487,0
003488,0
003489,0
003490,7
003491,28
003492,0
003493,0
003494,0
003495,0
003496,8
003497,0
003498,0
003499,0
003500,0
003501,0
003502,27
003503,2
003504,80
003505,6
003506,0
003507,0
003508,0
003509,0
003510,0
003511,0
003512,0
003513,3
003514,0
003515,0
003516,0
003517,1
003518,0
003519,9
003520,0
003521,3
003522,0
003523,1
003524,36
003525,1
003526,1
003527,0
003528,0
003529,0
003530,0
003531,0
003532,0
003533,0
003534,0
003535,10
003536,54
003537,0
003538,0
003539,2
003540,0
003541,4
003542,7
003543,0
003544,1
003545,3
003546,0
003547,0
003548,0
003549,0
003550,0
003551,2
003552,0
003553,0
003554,0
003555,0
003556,0
003557,0
003558,0
003559,0
003560,0
003561,0
003562,1
003563,0
003564,1
003565,1
003566,0
003567,0
003568,0
003569,0
003570,0
003571,0
003572,0
003573,0
003574,0
003575,0
003576,35
003577,0
003578,0
003579,0
003580,0
003581,0
003582,0
003583,0
003584,0
003585,0
003586,0
003587,0
003588,1
003589,0
003590,0
003591,0
003592,0
003593,0
003594,0
003595,2
003596,0
003597,0
003598,1
003599,1
003600,0
003601,0
003602,0
003603,0
003604,0
003605,0
003606,0
003607,0
003608,0
003609,0
003610,0
003611,6
003612,9
003613,0
003614,0
003615,1
003616,0
003617,0
003618,0
003619,0
003620,0
003621,1
003622,1
003623,0
003624,0
003625,0
003626,0
003627,0
003628,0
003629,0
003630,0
003631,0
003632,0
003633,0
003634,0
003635,0
003636,4
003637,4
003638,0
003639,0
003640,0
003641,0
003642,0
003643,0
003644,3
003645,1
003646,13
003647,9
003648,1
003649,30
003650,0
003651,0
003652,0
003653,0
003654,0
003655,0
003656,0
003657,0
003658,0
003659,0
003660,0
003661,1
003662,0
003663,1
003664,1
003665,0
003666,0
003667,2
003668,15
003669,1
003670,0
003671,0
003672,0
003673,0
003674,0
003675,0
003676,0
003677,0
003678,0
003679,0
003680,0
003681,0
003682,0
003683,0
003684,33
003685,0
003686,1
003687,1
003688,2
003689,1
003690,1
003691,2
003692,5
003693,0
003694,0
003695,0
003696,0
003697,0
003698,1
003699,0
003700,0
003701,0
003702,0
003703,0
003704,78
003705,0
003706,0
003707,2
003708,0
003709,0
003710,0
003711,0
003712,3
003713,11
003714,0
003715,0
003716,0
003717,0
003718,0
003719,0
003720,1
003721,0
003722,0
003723,0
003724,0
003725,0
003726,0
003727,0
003728,0
003729,0
003730,0
003731,0
003732,1
003733,3
003734,0
003735,0
003736,0
003737,0
003738,0
003739,0
003740,15
003741,1
003742,1
003743,1
003744,3
003745,0
003746,0
003747,0
003748,0
003749,0
003750,0
003751,1
003752,0
003753,0
003754,0
003755,0
003756,34
003757,0
003758,10
003759,2
003760,0
003761,9
003762,1
003763,1
003764,0
003765,1
003766,13
003767,0
003768,5
003769,2
003770,1
003771,0
003772,1
003773,13
003774,0
003775,0
003776,0
003777,0
003778,0
003779,18
003780,1
003781,1
003782,0
003783,0
003784,0
003785,0
003786,1
003787,0
003788,1
003789,0
003790,0
003791,1
003792,0
003793,0
003794,0
003795,0
003796,3
003797,3
003798,0
003799,0
003800,1
003801,0
003802,0
003803,44
003804,69
003805,0
003806,24
003807,27
003808,0
003809,0
003810,0
003811,0
003812,0
003813,1
003814,13
003815,1
003816,0
003817,1
003818,8
003819,55
003820,0
003821,0
003822,0
003823,1
003824,0
003825,4
003826,0
003827,0
003828,1
003829,0
003830,0
003831,2
003832,4
003833,26
003834,0
003835,0
003836,0
003837,0
003838,0
003839,2
003840,3
003841,64
003842,1
003843,0
003844,0
003845,0
003846,0
003847,0
003848,0
003849,0
003850,7
003851,0
003852,0
003853,1
003854,2
003855,0
003856,0
003857,0
003858,0
003859,0
003860,0
003861,0
003862,1
003863,0
003864,0
003865,0
003866,1
003867,0
003868,1
003869,0
003870,0
003871,0
003872,65
003873,0
003874,1
003875,0
003876,14
003877,0
003878,0
003879,0
003880,1
003881,0
003882,0
003883,0
003884,0
003885,0
003886,0
003887,8
003888,24
003889,1
003890,0
003891,0
003892,0
003893,0
003894,0
003895,0
003896,0
003897,0
003898,0
003899,19
003900,1
003901,0
003902,1
003903,0
003904,0
003905,0
003906,0
003907,0
003908,11
003909,3
003910,0
003911,0
003912,0
003913,2
003914,11
003915,1
003916,0
003917,0
003918,20
003919,0
003920,2
003921,0
003922,0
003923,0
003924,0
003925,0
003926,0
003927,2
003928,0
003929,0
003930,0
003931,0
003932,0
003933,17
003934,0
003935,0
003936,21
003937,0
003938,0
003939,0
003940,0
003941,0
003942,0
003943,0
003944,0
003945,0
003946,1
003947,1
003948,0
003949,0
003950,0
003951,0
003952,17
003953,0
003954,0
003955,0
003956,0
003957,0
003958,17
003959,10
003960,1
003961,0
003962,0
003963,1
003964,0
003965,0
003966,0
003967,0
003968,0
003969,0
003970,0
003971,0
003972,0
003973,0
003974,0
003975,2
003976,2
003977,0
003978,0
003979,0
003980,0
003981,0
003982,1
003983,0
003984,0
003985,0
003986,0
003987,0
003988,0
003989,0
003990,0
003991,0
003992,0
003993,0
003994,3
003995,4
003996,0
003997,0
003998,0
003999,26
004000,4
004001,0
004002,7
004003,0
004004,1
004005,0
004006,0
004007,1
004008,0
004009,0
004010,1
004011,0
004012,0
004013,0
004014,0
004015,0
004016,0
004017,0
004018,8
004019,1
004020,21
004021,18
004022,0
004023,0
004024,1
004025,0
004026,0
004027,0
004028,0
004029,0
004030,0
004031,0
004032,0
004033,0
004034,1
004035,26
004036,0
004037,0
004038,0
004039,0
004040,53
004041,0
004042,0
004043,0
004044,0
004045,8
004046,9
004047,1
004048,0
004049,1
004050,0
004051,0
004052,0
004053,0
004054,0
004055,0
004056,1
004057,2
004058,17
004059,0
004060,0
004061,0
004062,0
004063,0
004064,0
004065,0
004066,1
004067,0
004068,0
004069,6
004070,0
004071,0
004072,4
004073,4
004074,0
004075,0
004076,10
004077,6
004078,0
004079,16
004080,0
004081,0
004082,7
004083,0
004084,1
004085,0
004086,0
004087,1
004088,1
004089,14
004090,0
004091,0
004092,2
004093,1
004094,60
004095,0
004096,6
004097,0
004098,0
004099,0
004100,0
004101,0
004102,27
004103,1
004104,0
004105,1
004106,1
004107,0
004108,0
004109,0
004110,0
004111,0
004112,1
004113,0
004114,0
004115,0
004116,0
004117,6
004118,0
004119,1
004120,11
004121,0
004122,0
004123,0
004124,1
004125,2
004126,0
004127,0
004128,0
004129,0
004130,0
004131,16
004132,0
004133,0
004134,0
004135,0
004136,1
004137,0
004138,5
004139,0
004140,0
004141,2
004142,1
004143,0
004144,0
004145,0
004146,0
004147,0
004148,0
004149,0
004150,4
004151,0
004152,18
004153,9
004154,0
004155,0
004156,0
004157,0
004158,1
004159,0
004160,0
004161,0
004162,10
004163,0
004164,0
004165,0
004166,0
004167,1
004168,0
004169,1
004170,0
004171,12
004172,0
004173,0
004174,0
004175,1
004176,0
004177,2
004178,10
004179,0
004180,0
004181,0
004182,0
004183,0
004184,0
004185,0
004186,1
004187,1
004188,0
004189,12
004190,0
004191,0
004192,1
004193,0
004194,5
004195,0
004196,22
004197,3
004198,45
004199,8
004200,23
004201,15
004202,0
004203,34
004204,13
004205,0
004206,0
004207,1
004208,40
004209,0
004210,0
004211,0
004212,0
004213,24
004214,0
004215,0
004216,0
004217,19
004218,0
004219,0
004220,0
004221,1
004222,1
004223,1
004224,0
004225,0
004226,0
004227,0
004228,0
004229,28
004230,0
004231,0
004232,10
004233,0
004234,5
004235,2
004236,1
004237,1
004238,7
004239,1
004240,1
004241,0
004242,0
004243,0
004244,0
004245,71
004246,0
004247,0
004248,3
004249,6
004250,0
004251,0
004252,0
004253,0
004254,0
004255,0
004256,0
004257,0
004258,0
004259,0
004260,0
004261,0
004262,0
004263,2
004264,23
004265,0
004266,0
004267,0
004268,0
004269,0
004270,28
004271,11
004272,4
004273,42
004274,0
004275,0
004276,0
004277,15
004278,27
004279,0
004280,4
004281,36
004282,28
004283,0
004284,0
004285,133
004286,75
004287,18
004288,146
004289,88
004290,27
004291,42
004292,57
004293,1
004294,20
004295,28
004296,1
004297,6
004298,0
004299,0
004300,0
004301,0
004302,0
004303,0
004304,29
004305,0
004306,33
004307,1
004308,0
004309,14
004310,1
004311,6
004312,9
004313,3
004314,0
004315,49
004316,0
004317,0
004318,10
004319,1
004320,15
004321,0
004322,0
004323,0
004324,27
004325,0
004326,0
004327,0
004328,0
004329,12
004330,0
004331,9
004332,1
004333,0
004334,1
004335,0
004336,1
004337,13
004338,0
004339,0
004340,1
004341,22
004342,2
004343,1
004344,1
004345,0
004346,0
004347,0
004348,0
004349,0
004350,0
004351,5
004352,0
004353,0
004354,0
004355,0
004356,2
004357,3
004358,1
004359,0
004360,0
004361,3
004362,2
004363,0
004364,0
004365,0
004366,0
004367,31
004368,1
004369,0
004370,17
004371,1
004372,0
004373,0
004374,0
004375,0
004376,55
004377,0
004378,0
004379,32
004380,0
004381,0
004382,0
004383,2
004384,2
004385,2
004386,0
004387,5
004388,1
004389,0
004390,0
004391,11
004392,1
004393,0
004394,0
004395,0
004396,0
004397,1
004398,0
004399,0
004400,1
004401,0
004402,1
004403,40
004404,0
004405,23
004406,1
004407,1
004408,0
004409,1
004410,38
004411,1
004412,1
004413,3
004414,7
004415,2
004416,0
004417,1
004418,0
004419,0
004420,0
004421,0
004422,0
004423,0
004424,0
004425,0
004426,0
004427,1
004428,0
004429,8
004430,35
004431,1
004432,2
004433,0
004434,0
004435,43
004436,5
004437,28
004438,97
004439,24
004440,1
004441,59
004442,0
004443,17
004444,20
004445,0
004446,0
004447,0
004448,0
004449,1
004450,0
004451,13
004452,0
004453,3
004454,0
004455,22
004456,0
004457,0
004458,2
004459,13
004460,0
004461,0
004462,3
004463,23
004464,1
004465,0
004466,0
004467,0
004468,0
004469,0
004470,0
004471,0
004472,1
004473,1
004474,1
004475,0
004476,0
004477,0
004478,5
004479,1
004480,0
004481,0
004482,15
004483,0
004484,46
004485,3
004486,128
004487,20
004488,7
004489,2
004490,0
004491,0
004492,0
004493,0
004494,0
004495,0
004496,3
004497,0
004498,25
004499,0
004500,0
004501,0
004502,0
004503,0
004504,0
004505,0
004506,36
004507,39
004508,3
004509,2
004510,1
004511,20
004512,1
004513,1
004514,25
004515,0
004516,0
004517,0
004518,19
004519,1
004520,0
004521,0
004522,0
004523,8
004524,2
004525,0
004526,0
004527,33
004528,20
004529,70
004530,1
004531,0
004532,0
004533,10
004534,12
004535,6
004536,17
004537,0
004538,1
004539,0
004540,0
004541,0
004542,0
004543,0
004544,82
004545,0
004546,0
004547,0
004548,4
004549,5
004550,26
004551,0
004552,6
004553,27
004554,0
004555,0
004556,0
004557,1
004558,0
004559,8
004560,3
004561,2
004562,4
004563,0
004564,6
004565,0
004566,0
004567,0
004568,0
004569,11
004570,0
004571,0
004572,3
004573,1
004574,19
004575,0
004576,0
004577,0
004578,1
004579,27
004580,1
004581,0
004582,0
004583,2
004584,0
004585,1
004586,0
004587,1
004588,0
004589,0
004590,0
004591,0
004592,0
004593,0
004594,0
004595,0
004596,1
004597,0
004598,1
004599,0
004600,0
004601,0
004602,1
004603,55
004604,0
004605,0
004606,0
004607,0
004608,15
004609,1
004610,0
004611,0
004612,0
004613,0
004614,0
004615,0
004616,1
004617,24
004618,0
004619,3
004620,3
004621,0
004622,0
004623,0
004624,1
004625,1
004626,41
004627,0
004628,32
004629,0
004630,1
004631,0
004632,0
004633,1
004634,0
004635,0
004636,0
004637,0
004638,0
004639,1
004640,5
004641,0
004642,0
004643,0
004644,0
004645,42
004646,0
004647,0
004648,11
004649,47
004650,2
004651,0
004652,0
004653,1
004654,9
004655,25
004656,2
004657,0
004658,0
004659,1
004660,0
004661,0
004662,0
004663,0
004664,0
004665,0
004666,0
004667,0
004668,0
004669,0
004670,25
004671,14
004672,0
004673,0
004674,0
004675,0
004676,2
004677,0
004678,0
004679,0
004680,0
004681,0
004682,0
004683,0
004684,0
004685,0
004686,0
004687,0
004688,1
004689,1
004690,0
004691,0
004692,0
004693,1
004694,0
004695,13
004696,20
004697,0
004698,0
004699,7
004700,0
004701,0
004702,0
004703,0
004704,27
004705,11
004706,0
004707,0
004708,0
004709,0
004710,0
004711,0
004712,58
004713,0
004714,0
004715,0
004716,0
004717,0
004718,15
004719,0
004720,0
004721,0
004722,1
004723,2
004724,4
004725,0
004726,6
004727,0
004728,7
004729,28
004730,0
004731,0
004732,0
004733,0
004734,0
004735,0
004736,0
004737,2
004738,0
004739,1
004740,1
004741,1
004742,3
004743,36
004744,29
004745,42
004746,4
004747,0
004748,0
004749,5
004750,25
004751,4
004752,1
004753,3
004754,0
004755,19
004756,1
004757,0
004758,0
004759,0
004760,0
004761,1
004762,2
004763,0
004764,15
004765,0
004766,0
004767,0
004768,0
004769,54
004770,2
004771,0
004772,41
004773,47
004774,0
004775,0
004776,1
004777,0
004778,0
004779,0
004780,0
004781,0
004782,0
004783,0
004784,0
004785,0
004786,16
004787,12
004788,0
004789,33
004790,0
004791,2
004792,2
004793,0
004794,0
004795,0
004796,0
004797,0
004798,0
004799,0
004800,0
004801,3
004802,16
004803,11
004804,0
004805,26
004806,0
004807,24
004808,0
004809,0
004810,0
004811,26
004812,0
004813,0
004814,0
004815,10
004816,55
004817,0
004818,7
004819,2
004820,0
004821,1
004822,1
004823,1
004824,1
004825,3
004826,0
004827,0
004828,0
004829,21
004830,0
004831,0
004832,0
004833,0
004834,0
004835,11
004836,1
004837,0
004838,0
004839,0
004840,0
004841,0
004842,0
004843,20
004844,1
004845,0
004846,1
004847,0
004848,5
004849,0
004850,0
004851,0
004852,0
004853,0
004854,0
004855,0
004856,18
004857,0
004858,12
004859,1
004860,0
004861,9
004862,20
004863,5
004864,15
004865,0
004866,0
004867,0
004868,0
004869,1
004870,20
004871,44
004872,0
004873,0
004874,0
004875,0
004876,0
004877,0
004878,0
004879,0
004880,51
004881,0
004882,0
004883,0
004884,1
004885,0
004886,0
004887,0
004888,32
004889,11
004890,0
004891,0
004892,0
004893,0
004894,5
004895,3
004896,0
004897,28
004898,0
004899,5
004900,0
004901,0
004902,0
004903,0
004904,0
004905,0
004906,102
004907,53
004908,40
004909,26
004910,17
004911,73
004912,0
004913,38
004914,20
004915,6
004916,10
004917,2
004918,5
004919,8
004920,0
004921,0
004922,0
004923,1
004924,0
004925,0
004926,0
004927,0
004928,1
004929,5
004930,208
004931,15
004932,4
004933,1
004934,49
004935,5
004936,0
004937,0
004938,0
004939,0
004940,0
004941,0
004942,0
004943,0
004944,13
004945,14
004946,0
004947,3
004948,1
004949,0
004950,5
004951,0
004952,0
004953,26
004954,0
004955,7
004956,0
004957,0
004958,1
004959,0
004960,11
004961,1
004962,25
004963,0
004964,0
004965,0
004966,1
004967,6
004968,3
004969,0
004970,0
004971,0
004972,35
004973,0
004974,0
004975,10
004976,1
004977,18
004978,0
004979,1
004980,0
004981,0
004982,0
004983,5
004984,1
004985,0
004986,0
004987,0
004988,0
004989,0
004990,1
004991,20
004992,6
004993,0
004994,0
004995,0
004996,0
004997,0
004998,0
004999,1
005000,2
005001,0
005002,10
005003,55
005004,1
005005,4
005006,0
005007,6
005008,0
005009,1
005010,0
005011,0
005012,0
005013,0
005014,11
005015,0
005016,1
005017,0
005018,0
005019,1
005020,0
005021,0
005022,0
005023,1
005024,1
005025,1
005026,1
005027,63
005028,6
005029,0
005030,12
005031,0
005032,2
005033,0
005034,0
005035,11
005036,4
005037,53
005038,0
005039,0
005040,14
005041,0
005042,0
005043,0
005044,0
005045,0
005046,0
005047,0
005048,0
005049,0
005050,0
005051,0
005052,0
005053,1
005054,75
005055,12
005056,9
005057,17
005058,0
005059,0
005060,12
005061,0
005062,0
005063,0
005064,0
005065,5
005066,17
005067,1
005068,0
005069,0
005070,0
005071,0
005072,75
005073,0
005074,2
005075,6
005076,7
005077,14
005078,4
005079,0
005080,3
005081,1
005082,28
005083,0
005084,15
005085,20
005086,4
005087,14
005088,5
005089,0
005090,21
005091,0
005092,0
005093,0
005094,0
005095,0
005096,0
005097,1
005098,29
005099,1
005100,0
005101,0
005102,4
005103,0
005104,0
005105,0
005106,0
005107,0
005108,17
005109,11
005110,38
005111,1
005112,5
005113,9
005114,0
005115,24
005116,0
005117,0
005118,1
005119,0
005120,0
005121,0
005122,1
005123,10
005124,1
005125,0
005126,0
005127,1
005128,2
005129,11
005130,0
005131,0
005132,0
005133,1
005134,16
005135,30
005136,30
005137,2
005138,0
005139,0
005140,0
005141,0
005142,0
005143,0
005144,0
005145,0
005146,8
005147,10
005148,28
005149,0
005150,0
005151,1
005152,22
005153,0
005154,11
005155,1
005156,0
005157,15
005158,0
005159,0
005160,0
005161,0
005162,0
005163,0
005164,0
005165,32
005166,0
005167,0
005168,1
005169,1
005170,53
005171,1
005172,0
005173,0
005174,14
005175,0
005176,0
005177,0
005178,0
005179,0
005180,0
005181,9
005182,8
005183,29
005184,27
005185,0
005186,0
005187,1
005188,0
005189,0
005190,0
005191,0
005192,0
005193,0
005194,1
005195,11
005196,10
005197,0
005198,24
005199,32
005200,1
005201,0
005202,17
005203,10
005204,0
005205,45
005206,17
005207,31
005208,1
005209,0
005210,0
005211,0
005212,1
005213,0
005214,5
005215,4
005216,1
005217,0
005218,18
005219,5
005220,25
005221,0
005222,0
005223,8
005224,0
005225,13
005226,0
005227,19
005228,7
005229,0
005230,14
005231,1
005232,18
005233,3
005234,0
005235,0
005236,9
005237,0
005238,54
005239,0
005240,3
005241,1
005242,17
005243,0
005244,3
005245,8
005246,10
005247,1
005248,6
005249,0
005250,0
005251,5
005252,29
005253,1
005254,0
005255,10
005256,11
005257,4
005258,0
005259,0
005260,1
005261,2
005262,0
005263,0
005264,5
005265,28
005266,0
005267,19
005268,0
005269,0
005270,0
005271,43
005272,61
005273,0
005274,0
005275,0
005276,0
005277,1
005278,1
005279,0
005280,16
005281,0
005282,0
005283,9
005284,0
005285,5
005286,0
005287,0
005288,0
005289,1
005290,0
005291,6
005292,3
005293,8
005294,4
005295,0
005296,0
005297,0
005298,4
005299,4
005300,0
005301,0
005302,0
005303,15
005304,9
005305,5
005306,0
005307,0
005308,0
005309,0
005310,0
005311,1
005312,9
005313,1
005314,39
005315,8
005316,0
005317,22
005318,4
005319,40
005320,16
005321,59
005322,10
005323,7
005324,0
005325,2
005326,0
005327,19
005328,0
005329,1
005330,1
005331,0
005332,0
005333,0
005334,0
005335,72
005336,2
005337,0
005338,1
005339,61
005340,0
005341,0
005342,3
005343,3
005344,0
005345,8
005346,23
005347,2
005348,0
005349,0
005350,23
005351,36
005352,20
005353,10
005354,0
005355,0
005356,0
005357,0
005358,0
005359,0
005360,0
005361,1
005362,0
005363,13
005364,0
005365,1
005366,26
005367,0
005368,33
005369,63
005370,93
005371,6
005372,2
005373,6
005374,6
005375,1
005376,0
005377,1
005378,0
005379,3
005380,0
005381,0
005382,1
005383,6
005384,41
005385,53
005386,146
005387,139
005388,83
005389,59
005390,46
005391,42
005392,53
005393,78
005394,9
005395,64
005396,95
005397,35
005398,39
005399,70
005400,67
005401,7
005402,1
005403,0
005404,1
005405,0
005406,13
005407,0
005408,21
005409,2
005410,18
005411,38
005412,65
005413,53
005414,44
005415,27
005416,22
005417,30
005418,7
005419,8
005420,40
005421,104
005422,7
005423,27
005424,64
005425,6
005426,8
005427,0
005428,32
005429,0
005430,0
005431,0
005432,0
005433,3
005434,2
005435,10
005436,21
005437,0
005438,55
005439,55
005440,1
005441,16
005442,49
005443,56
005444,71
005445,33
005446,35
005447,29
005448,45
005449,26
005450,7
005451,0
005452,0
005453,0
005454,0
005455,0
005456,7
005457,0
005458,7
005459,1
005460,10
005461,1
005462,3
005463,5
005464,4
005465,11
005466,3
005467,9
005468,2
005469,9
005470,15
005471,5
005472,8
005473,0
005474,24
005475,0
005476,0
005477,2
005478,0
005479,0
005480,0
005481,1
005482,13
005483,5
005484,2
005485,10
005486,9
005487,17
005488,2
005489,41
005490,2
005491,16
005492,15
005493,16
005494,16
005495,6
005496,7
005497,10
005498,6
005499,0
005500,3
005501,10
005502,4
005503,5
005504,20
005505,12
005506,21
005507,14
005508,7
005509,19
005510,14
005511,58
005512,51
005513,19
005514,14
005515,6
005516,12
005517,36
005518,14
005519,6
005520,16
005521,0
005522,3
005523,8
005524,0
005525,0
005526,3
005527,0
005528,5
005529,4
005530,4
005531,10
005532,0
005533,10
005534,27
005535,12
005536,5
005537,2
005538,2
005539,2
005540,0
005541,12
005542,4
005543,2
005544,1
005545,1
005546,2
005547,0
005548,0
005549,0
005550,1
005551,0
005552,8
005553,15
005554,13
005555,6
005556,0
